sentence,sentiment,tokenized_text,emoji to text,emoji to text + stopwords
"yeah, đánh giá đây là vơ sở tệ nhất của mc. tại sao hả 39k một miếng gà mà nhue kiểu gà 3 tháng tuổi vậy, quá bé luôn. so sánh với mc sc vivo thì đúng là cú lừa to lớn đã thế gà còn không được nóng hổi nữa. nói chung lần đầu cũng sẽ là lần cuối ghé nơi này",negative,"yeah , đánh_giá đây là vơ sở tệ nhất của mc . tại_sao hả 39k một miếng gà mà nhue kiểu gà 3 tháng tuổi vậy , quá bé luôn . so_sánh với mc sc vivo thì đúng là cú lừa to_lớn đã thế gà còn không được nóng_hổi nữa . nói_chung lần đầu cũng sẽ là lần cuối ghé nơi này","yeah , đánh_giá đây là vơ sở tệ nhất của mc . tại_sao hả 39k một miếng gà mà nhue kiểu gà 3 tháng tuổi vậy , quá bé luôn . so_sánh với mc sc vivo thì đúng là cú lừa to_lớn đã thế gà còn không được nóng_hổi nữa . nói_chung lần đầu cũng sẽ là lần cuối ghé nơi này",yeah đánh_giá vơ sở tệ mc tại_sao hả 39k miếng gà nhue gà 3 bé so_sánh mc sc vivo cú lừa to_lớn gà nóng_hổi nói_chung ghé
"nơi tốt cho gia đình. kid sẽ thích kết hợp bữa ăn hạnh phúc với đồ chơi nhỏ bên trong. cũng là một nơi tốt để họp cho chủ xe. dễ dàng đỗ xe của bạn ở đây. tuy nhiên, họ không mở aircon trên tầng hai thường xuyên và bạn phải ngồi ở tầng một",positive,"nơi tốt cho gia_đình . kid sẽ thích kết_hợp bữa ăn hạnh_phúc với đồ_chơi nhỏ bên trong . cũng là một nơi tốt để họp cho chủ xe . dễ_dàng đỗ xe của bạn ở đây . tuy_nhiên , họ không mở aircon trên tầng hai thường_xuyên và bạn phải ngồi ở tầng một","nơi tốt cho gia_đình . kid sẽ thích kết_hợp bữa ăn hạnh_phúc với đồ_chơi nhỏ bên trong . cũng là một nơi tốt để họp cho chủ xe . dễ_dàng đỗ xe của bạn ở đây . tuy_nhiên , họ không mở aircon trên tầng hai thường_xuyên và bạn phải ngồi ở tầng một",gia_đình kid kết_hợp hạnh_phúc đồ_chơi họp chủ xe dễ_dàng đỗ xe tuy_nhiên aircon tầng hai thường_xuyên tầng
rất tốt,positive,rất tốt,rất tốt,
"sạch sẽ, đồ ăn cũng tạm ổn",positive,"sạch_sẽ , đồ_ăn cũng tạm ổn","sạch_sẽ , đồ_ăn cũng tạm ổn",sạch_sẽ đồ_ăn tạm ổn
quán mở 2424 nhưng khu vực wc lại không sáng đèn. bạn mình tả lại là đi wc như kiểu đi vào phim trường phim kinh dị không có đèn mà chỉ có ánh sáng dạ quang le lói từ đâu đó phát ra không rõ.,positive,quán mở 2424 nhưng khu_vực wc lại không sáng đèn . bạn mình tả lại là đi wc như kiểu đi vào phim_trường phim kinh_dị không có đèn mà chỉ có ánh_sáng dạ_quang le_lói từ đâu_đó phát ra không rõ .,quán mở 2424 nhưng khu_vực wc lại không sáng đèn . bạn mình tả lại là đi wc như kiểu đi vào phim_trường phim kinh_dị không có đèn mà chỉ có ánh_sáng dạ_quang le_lói từ đâu_đó phát ra không rõ .,quán 2424 khu_vực wc đèn tả wc phim_trường phim kinh_dị đèn ánh_sáng dạ_quang le_lói đâu_đó phát
"mac donald này luôn bị đông đúc vì nó nằm ở trung tâm. có 2 ki ốt bên cạnh quầy đặt hàng, điều này làm cho nó nhanh hơn để đặt bữa ăn của bạn. nhân viên thân thiện nhưng đôi khi không có sẵn tại quầy đặt hàng thường là vào ban đêm. họ cũng có dịch vụ lái xe thur và chấp nhận xe máy để đi qua. thức ăn luôn nóng và hảo hạng, đặc biệt là gạo.",positive,"mac donald này luôn bị đông_đúc vì nó nằm ở trung_tâm . có 2 ki_ốt bên cạnh quầy đặt_hàng , điều này làm cho nó nhanh hơn để đặt bữa ăn của bạn . nhân_viên thân_thiện nhưng đôi khi không có sẵn tại quầy đặt_hàng thường là vào ban_đêm . họ cũng có dịch_vụ lái_xe thur và chấp_nhận xe_máy để đi qua . thức_ăn luôn nóng và hảo_hạng , đặc_biệt là gạo .","mac donald này luôn bị đông_đúc vì nó nằm ở trung_tâm . có 2 ki_ốt bên cạnh quầy đặt_hàng , điều này làm cho nó nhanh hơn để đặt bữa ăn của bạn . nhân_viên thân_thiện nhưng đôi khi không có sẵn tại quầy đặt_hàng thường là vào ban_đêm . họ cũng có dịch_vụ lái_xe thur và chấp_nhận xe_máy để đi qua . thức_ăn luôn nóng và hảo_hạng , đặc_biệt là gạo .",mac donald đông_đúc nằm trung_tâm 2 ki_ốt cạnh quầy đặt_hàng nhân_viên thân_thiện đôi sẵn quầy đặt_hàng ban_đêm dịch_vụ lái_xe thur chấp_nhận xe_máy thức_ăn nóng hảo_hạng đặc_biệt gạo
thưc ăn ngon nhưng nhân viên phuc vu hơi không thân thiên cho lăm.,positive,thưc ăn ngon nhưng nhân_viên phuc vu hơi không thân thiên cho lăm .,thưc ăn ngon nhưng nhân_viên phuc vu hơi không thân thiên cho lăm .,thưc ngon nhân_viên phuc vu hơi thiên lăm
thuc ăn ngon .trang tri đẹp và có chỗ chơi cho trẻ con con không lại thoáng mát trung tâm.,positive,thuc ăn ngon . trang tri đẹp và có chỗ chơi cho trẻ_con con không lại thoáng mát trung_tâm .,thuc ăn ngon . trang tri đẹp và có chỗ chơi cho trẻ_con con không lại thoáng mát trung_tâm .,thuc ngon trang tri đẹp chỗ trẻ_con thoáng mát trung_tâm
"thoáng mát, rộng rãi",positive,"thoáng mát , rộng_rãi","thoáng mát , rộng_rãi",thoáng mát rộng_rãi
"đặt món khá nhanh, có thiết bị tự chọn món máy tính bảng nhân viên hướng dẫn thao tác nhiệt tình. mang ra nhanh. tuy nhiên lúc mang món ra thì phải vào xin khăn giấy. bải gửi xe thuận tiện, thông thoán",positive,"đặt món khá nhanh , có thiết_bị tự chọn món máy_tính bảng nhân_viên hướng_dẫn thao_tác nhiệt_tình . mang ra nhanh . tuy_nhiên lúc mang món ra thì phải vào xin khăn giấy . bải gửi xe thuận_tiện , thông thoán","đặt món khá nhanh , có thiết_bị tự chọn món máy_tính bảng nhân_viên hướng_dẫn thao_tác nhiệt_tình . mang ra nhanh . tuy_nhiên lúc mang món ra thì phải vào xin khăn giấy . bải gửi xe thuận_tiện , thông thoán",món thiết_bị món máy_tính bảng nhân_viên hướng_dẫn thao_tác nhiệt_tình tuy_nhiên món khăn giấy bải gửi xe thuận_tiện thông thoán
mo dem tien cho khach ve khuya,neutral,mo dem tien cho khach ve khuya,mo dem tien cho khach ve khuya,mo dem tien khach ve khuya
hiện đại với việc order tự động. nhân viên nhiệt tình chu đáo sạch sẽ và nhất là không quá ồn ào,positive,hiện_đại với việc order tự_động . nhân_viên nhiệt_tình chu_đáo sạch_sẽ và nhất_là không quá ồn_ào,hiện_đại với việc order tự_động . nhân_viên nhiệt_tình chu_đáo sạch_sẽ và nhất_là không quá ồn_ào,hiện_đại order tự_động nhân_viên nhiệt_tình chu_đáo sạch_sẽ nhất_là ồn_ào
nơi tổ chức những buổi họp mặt gia đình hay tổ chức sinh cho các em củng được,positive,nơi tổ_chức những buổi họp_mặt gia_đình hay tổ_chức sinh cho các em củng được,nơi tổ_chức những buổi họp_mặt gia_đình hay tổ_chức sinh cho các em củng được,tổ_chức họp_mặt gia_đình tổ_chức sinh củng
phục vụ chu đáo,positive,phục_vụ chu_đáo,phục_vụ chu_đáo,phục_vụ chu_đáo
fastfood.,neutral,fastfood .,fastfood .,fastfood
"ngon, có không gian, hơi ồn",positive,"ngon , có không_gian , hơi ồn","ngon , có không_gian , hơi ồn",ngon không_gian hơi ồn
cơ sở rộng có thể chia thành nhiều gian rất thú vị và phù hợp cho bữa sáng nhanh hoặc gia đình có trẻ nhỏ,positive,cơ_sở rộng có_thể chia thành nhiều gian rất thú_vị và phù_hợp cho bữa sáng nhanh hoặc gia_đình có trẻ nhỏ,cơ_sở rộng có_thể chia thành nhiều gian rất thú_vị và phù_hợp cho bữa sáng nhanh hoặc gia_đình có trẻ nhỏ,cơ_sở rộng có_thể chia thành gian thú_vị phù_hợp gia_đình trẻ
"không tệ, chỉ là mc donald",positive,"không tệ , chỉ là mc donald","không tệ , chỉ là mc donald",tệ mc donald
khu vực lát gạch hơi bẩn vào ban đêm,positive,khu_vực lát gạch hơi bẩn vào ban_đêm,khu_vực lát gạch hơi bẩn vào ban_đêm,khu_vực lát gạch hơi bẩn ban_đêm
từ khi mc về vn mình đã chuyển từ kfc qua mc. thật sự bên đây gà khá ngon. da gà dòn và thơm. thịt gà thì mền thấm vị không bị khô. khoai tây ở đây khá ngon. ở đây còn có nhiều loại nước chấm.,positive,từ khi mc về vn mình đã chuyển từ kfc qua mc . thật_sự bên đây gà khá ngon . da_gà dòn và thơm . thịt gà thì mền thấm vị không bị khô . khoai_tây ở đây khá ngon . ở đây còn có nhiều loại nước_chấm .,từ khi mc về vn mình đã chuyển từ kfc qua mc . thật_sự bên đây gà khá ngon . da_gà dòn và thơm . thịt gà thì mền thấm vị không bị khô . khoai_tây ở đây khá ngon . ở đây còn có nhiều loại nước_chấm .,mc vn kfc mc gà ngon da_gà dòn thơm thịt gà mền thấm vị khô khoai_tây ngon nước_chấm
nơi tuyệt vời và rất phù hợp với chất lượng. tôi luôn có một bữa ăn nóng làm tươi tại địa điểm này. tốt hơn hầu hết ở mỹ.,positive,nơi tuyệt_vời và rất phù_hợp với chất_lượng . tôi luôn có một bữa ăn nóng làm tươi tại địa_điểm này . tốt hơn hầu_hết ở mỹ .,nơi tuyệt_vời và rất phù_hợp với chất_lượng . tôi luôn có một bữa ăn nóng làm tươi tại địa_điểm này . tốt hơn hầu_hết ở mỹ .,tuyệt_vời phù_hợp chất_lượng nóng tươi địa_điểm hầu_hết mỹ
ok.rông rai thoang mat,positive,ok.rông rai thoang mat,ok.rông rai thoang mat,ok.rông rai thoang mat
ngon...,positive,ngon ...,ngon ...,ngon ...
"nơi tốt đẹp, dịch vụ gud",positive,"nơi tốt_đẹp , dịch_vụ gud","nơi tốt_đẹp , dịch_vụ gud",tốt_đẹp dịch_vụ gud
rất tốt,positive,rất tốt,rất tốt,
"không gian thoáng mát, đậu xe dễ dàng",positive,"không_gian thoáng mát , đậu xe dễ_dàng","không_gian thoáng mát , đậu xe dễ_dàng",không_gian thoáng mát đậu xe dễ_dàng
tôi đã đến nhiều khu bán thức ăn nhanh của cả trong nước lẫn nước ngoài nhưng với mc có quy trình phục vụ hiện đại mang đến cảm giác thoải mái cho khách hàng. nhân viên phục vụ chu đáo. có địa điểm cho trẻ em chổ check in cho giới trẻ. đặc biệt chổ gửi xe rộng rải thoải mái. ngay cả nhân viên rrong xe cũng được hướng dẫn tiếp khách cực kỳ chu đáo.điểm không hài lòng ở đây là thức ăn không ngon bằng các món trong nước. cảm ơn vì giây giúp tuyệt vời mà mc mang đến cho tôi và những người bạn.,positive,tôi đã đến nhiều khu bán thức_ăn nhanh của cả trong nước lẫn nước_ngoài nhưng với mc có quy_trình phục_vụ hiện_đại mang đến cảm_giác thoải_mái cho khách_hàng . nhân_viên phục_vụ chu_đáo . có địa_điểm cho trẻ_em chổ check in cho giới trẻ . đặc_biệt chổ gửi xe rộng rải thoải_mái . ngay cả nhân_viên rrong xe cũng được hướng_dẫn tiếp khách cực_kỳ chu đáo.điểm không hài_lòng ở đây là thức_ăn không ngon bằng các món trong nước . cảm_ơn vì giây giúp tuyệt_vời mà mc mang đến cho tôi và những người bạn .,tôi đã đến nhiều khu bán thức_ăn nhanh của cả trong nước lẫn nước_ngoài nhưng với mc có quy_trình phục_vụ hiện_đại mang đến cảm_giác thoải_mái cho khách_hàng . nhân_viên phục_vụ chu_đáo . có địa_điểm cho trẻ_em chổ check in cho giới trẻ . đặc_biệt chổ gửi xe rộng rải thoải_mái . ngay cả nhân_viên rrong xe cũng được hướng_dẫn tiếp khách cực_kỳ chu đáo.điểm không hài_lòng ở đây là thức_ăn không ngon bằng các món trong nước . cảm_ơn vì giây giúp tuyệt_vời mà mc mang đến cho tôi và những người bạn .,khu thức_ăn lẫn nước_ngoài mc quy_trình phục_vụ hiện_đại thoải_mái khách_hàng nhân_viên phục_vụ chu_đáo địa_điểm trẻ_em chổ check in giới trẻ đặc_biệt chổ gửi xe rộng rải thoải_mái nhân_viên rrong xe hướng_dẫn tiếp cực_kỳ chu đáo.điểm hài_lòng thức_ăn ngon món cảm_ơn giây giúp tuyệt_vời mc
be chi khach order tư đông cute,positive,be chi khach order tư đông cute,be chi khach order tư đông cute,be chi khach order tư đông cute
tốt,positive,tốt,tốt,
mcdonald điện biên phủ ăn không ngon.,neutral,mcdonald điện_biên_phủ ăn không ngon .,mcdonald điện_biên_phủ ăn không ngon .,mcdonald điện_biên_phủ ngon
bình thường,neutral,bình_thường,bình_thường,bình_thường
khu vưc rông thoải mai,positive,khu vưc rông thoải mai,khu vưc rông thoải mai,khu vưc rông thoải mai
vưa ngăm thanh phô,positive,vưa ngăm thanh phô,vưa ngăm thanh phô,vưa ngăm phô
mcdonalds,neutral,mcdonalds,mcdonalds,mcdonalds
nhanh chóng và ngon miệng,positive,nhanh_chóng và ngon_miệng,nhanh_chóng và ngon_miệng,nhanh_chóng ngon_miệng
"thanh toán bằng thẻ bị lỗi, gây bất tiện cho việc thanh toán. đồ ăn thức uống hợp vệ sinh",neutral,"thanh_toán bằng thẻ bị lỗi , gây bất_tiện cho việc thanh_toán . đồ_ăn thức uống hợp vệ_sinh","thanh_toán bằng thẻ bị lỗi , gây bất_tiện cho việc thanh_toán . đồ_ăn thức uống hợp vệ_sinh",thanh_toán thẻ lỗi bất_tiện thanh_toán đồ_ăn thức uống hợp vệ_sinh
đồ ăn khá phong phú giá hơi cao,positive,đồ_ăn khá phong_phú giá hơi cao,đồ_ăn khá phong_phú giá hơi cao,đồ_ăn phong_phú giá hơi
sự ớn lạnh,positive,sự ớn lạnh,sự ớn lạnh,ớn lạnh
văn minh lịch sự...,positive,văn_minh lịch_sự ...,văn_minh lịch_sự ...,văn_minh lịch_sự ...
"mcdonald đầu tiên ở sài gòn. nơi tuyệt vời với sự rung cảm mát mẻ, hiện đại và nước ngoài với nó.",positive,"mcdonald đầu_tiên ở sài_gòn . nơi tuyệt_vời với sự rung_cảm mát_mẻ , hiện_đại và nước_ngoài với nó .","mcdonald đầu_tiên ở sài_gòn . nơi tuyệt_vời với sự rung_cảm mát_mẻ , hiện_đại và nước_ngoài với nó .",mcdonald đầu_tiên sài_gòn tuyệt_vời rung_cảm mát_mẻ hiện_đại nước_ngoài
"hôm kia , lần đầu tiên mình ghé chi nhánh này , bởi do khá xa nhưng nổi hứng muốn khám phá thử vị trí này xem như nào. vị trí thuận lợi , gửi xe free , sân thoải mái cho cả xe máy và ôtô. không gian đẹp , rộng thoáng , mát lạnh , có trệt và lầu , khu vực ngoài trời và máy lạnh , có hẳn khu vực cho các bé vui chơi cầu tuột chạy nhảy và khu vực tổ chức sinh nhật rất riêng tư tránh ồn xung quanh. ấn tượng nhất trên lầu có chiếc bàn điện tử đổi màu liên tục cảm ứng luôn. trên lầu mình thấy có nhiều ổ cắm để cắm lap hoặc sạp dt nên khá tiện khi ngồi lâu. tầng trệt thích khu vực tự lấy tương sốt , vì có nhiều loại sốt cho mình chọn chứ không đơn thuần chỉ tương cà và ớt thôi đâu.",positive,"hôm_kia , lần đầu_tiên mình ghé chi_nhánh này , bởi do khá xa nhưng nổi hứng muốn khám_phá thử vị_trí này xem như nào . vị_trí thuận_lợi , gửi xe free , sân thoải_mái cho cả xe_máy và ôtô . không_gian đẹp , rộng thoáng , mát lạnh , có trệt và lầu , khu_vực ngoài_trời và máy_lạnh , có hẳn khu_vực cho các bé vui_chơi cầu tuột chạy_nhảy và khu_vực tổ_chức sinh_nhật rất riêng_tư tránh ồn xung_quanh . ấn_tượng nhất trên lầu có chiếc bàn điện_tử đổi màu liên_tục cảm_ứng luôn . trên lầu mình thấy có nhiều ổ_cắm để cắm lap hoặc sạp dt nên khá tiện khi ngồi lâu . tầng trệt thích khu_vực tự lấy tương sốt , vì có nhiều loại sốt cho mình chọn chứ không đơn_thuần chỉ tương cà và ớt thôi đâu .","hôm_kia , lần đầu_tiên mình ghé chi_nhánh này , bởi do khá xa nhưng nổi hứng muốn khám_phá thử vị_trí này xem như nào . vị_trí thuận_lợi , gửi xe free , sân thoải_mái cho cả xe_máy và ôtô . không_gian đẹp , rộng thoáng , mát lạnh , có trệt và lầu , khu_vực ngoài_trời và máy_lạnh , có hẳn khu_vực cho các bé vui_chơi cầu tuột chạy_nhảy và khu_vực tổ_chức sinh_nhật rất riêng_tư tránh ồn xung_quanh . ấn_tượng nhất trên lầu có chiếc bàn điện_tử đổi màu liên_tục cảm_ứng luôn . trên lầu mình thấy có nhiều ổ_cắm để cắm lap hoặc sạp dt nên khá tiện khi ngồi lâu . tầng trệt thích khu_vực tự lấy tương sốt , vì có nhiều loại sốt cho mình chọn chứ không đơn_thuần chỉ tương cà và ớt thôi đâu .",hôm_kia đầu_tiên ghé chi_nhánh nổi hứng khám_phá thử vị_trí vị_trí thuận_lợi gửi xe free sân thoải_mái xe_máy ôtô không_gian đẹp rộng thoáng mát lạnh lầu khu_vực ngoài_trời máy_lạnh hẳn khu_vực bé vui_chơi cầu tuột chạy_nhảy khu_vực tổ_chức sinh_nhật riêng_tư ồn xung_quanh ấn_tượng lầu bàn điện_tử đổi màu liên_tục cảm_ứng lầu ổ_cắm cắm lap sạp dt tiện tầng khu_vực tương sốt sốt đơn_thuần tương cà ớt
