name,text,stars
vū công Thành,Thật tuyệt ...,5
Huy Nguyen Chau,"Đồ ăn ngon, nóng, phục vụ tốt và nhiệt tình. Giá cả kg lệch so với các fastfood khác. Chắc chắn sẽ ghé lại",5
Million Packaging Company Ltd,"Burger tạm ổn nhưng cơm bò, cơm trứng thì dở tệ, ngọt ngọt như ăn chè xôi ấy hic",3
MinGO TV,,5
ha trinh,,5
Hệ máy nước nóng năng lượng mặt trời công nghiệp,Tạm được!,4
Venus Tran,,5
Nikita K,,5
Nam Hà Thúc,,5
Dang Nguyen,,5
Greta Kam,,5
Việt Hoàng Trương,,5
Trãi Võ Thanh,,1
Chính Vũ,Ăn được. Quán ngồi sạch sẽ lịch sự. Bãi đậu xe thì vô tư. Khoái vụ này thôi.,4
Trang Buom,Lịch sự vui vẻ nhân viên chuyên nghiệp,5
Tan Vinh Nguyen,Good place for meet and eat.,4
Tran Uyen,,5
khongtinhyeu2011,Nhà hàng McDonald phục vụ các loại nước uống và thức ăn nhanh.,5
Phuong Van,,5
Vi Vu,,5
"KHAI MINH CO., LTD",Nhanh chuyên nghiệp,5
Su Letan,,5
Hồ Nguyễn,vui vẻ  thứ  tự,5
việt đỗ,,5
Vickie Bui Ngo,,5
Gia Khang,,5
O qua mo Mr,Ok,4
Phuong Ngo,,5
Nhật Quang Lê Trần,Ngon!,5
loi le phuoc,Thơ mộng đẹp lý tưởng tâm sự,5
Phương Đinh,Nice,4
Marc Chester Chua,,4
Tom Peeters,Good fastfood,4
Phong Trần (Chriz),,4
Dinh Bao Tran,nice and deli,5
Minh Hoàng,"Địa điểm khá tốt, chỗ để xe rộng, món ăn uống khá ok",3
Kunz Invincible,,4
Thu Nguyen,,5
Mark Bae,,5
Hoang anh Le,Tot,5
Nguyen Dung,,4
Dat Nguyen,Nhanh gọn và lịch sự,5
Nguyễn Quốc Khang,,5
TAM TRAN PHUOC,,4
ĐỀ LÊ,Quán ưa thích cua khách hàng,5
Chinh Thao,,5
Lê Quốc Việt,,4
thuan Vu,,1
Vi Văn Lịch,"quán khá đông,nhân viên nhiệt tình, gà ngon.",5
Nghiệm Phan Tấn,,5
KHOA NGO THOI,Ok,4
An Tran,Rất ngon nhưng lại ít,5
Do Ngoc Minh Quan,,4
THINH HUYNH TIEN,Thuận lợi đi mọi hướng. Chỗ để ôtô rộng rãi,5
Ty Beatz,,5
Liam Tran,,4
XuanMinh Nguyen,,5
Jusabel Bayron,,5
Joy Pal,,5
Hagi Hà,"5☆ thôi, thương hiệu đẳng cấp toàn cầu !",5
Phúc Nguyễn Vĩnh,"Có báo với nhân viên là trên lầu rất nóng, nhân viên nghe rồi dửng dưng bỏ đi. Trong khi bên ngoài mưa còn mát hơn trong nhà.",1
kipps guitar,,1
Liên Ích,,5
thanh hiệp tiền,,5
Adam Micawber,Cheap and tasty.,5
SsOoN,"사람이 많이 붐비지 않아서 마음편히 가기 좋은 곳.
맥드라이브도 가능함",4
Toan Vo Song,Ngon,4
Pham Minh,,5
Hai Ngo,Sạch lịch sự,5
Tony Ho,E phục vụ quá tệ,1
Đồng Đồng,,5
Mạnh Tường,,5
Phong Ho Khanh,Ngon,5
Thee -Thy,Good service!,5
duc bapham,,5
Trinh Nguyen,Gà ăn ngon vệ sinh sạch sẽ,5
Minh Nguyen,,5
Phu An (AnPhu),Clean,4
Christopher Martin,My friend and I had a serious food poisining straight after eating there. Food served cold and bad hygiene in the kitchen. Avoid that place.,1
Lion July2017,"Small space, not comfortable, normal foods",3
Quan Le Hong,,4
hieu hoang,Hiện đại,5
thao le,,4
Nguyen Trang,,5
kinh thong Tu,,5
Kim Long Nguyen,"Đồ ăn ổn, phải phải chăng, không gian rộng rãi",5
Quang Bui Danh,"Được , vui vẻ",5
Yoshino Choo,Hamburger rất ngon,5
james Vincent,,5
Door Tâm Chấn,,5
Anh Kiệt Lý,,5
Manh Khang Nguyen,,5
Tran Dom,"Địa điểm này rất thích hợp dẫn trẻ em đến, có khu vui chơi và bàn cảm ứng ở trên lầu 1 cho trẻ em chơi. Lưu ý rằng cuối tuần ở đây rất đông, ồn ào vì trẻ em rất nhiều. Bãi xe rộng rãi, giữ xe miễn phí, WC cũng tương đối sạch,.",4
Huynh Cong Quy,,4
V V,,5
Chau Le,Nice staff. Nice view. More and more improved service.,4
Ta Tuan,Tốt,5
Van Hien Tran,"Bãi giữ xe rộng, có nhiều chỗ đỗ oto, đồ ăn ngon, vệ sinh và nhân viên phục vụ cũng rất thân thiện, ân cần",5
Ken D.,"Good, and friendly. Quick service too with an English menu to help with traveler.",5
Cindy Huygens,,5
Thien Toan Ly,,4
TRÍ TRẦN,Không gian rộng và thoáng,4
Dinh Khuong Pham,❤️,5
Quang Che,,5
Aleksi Lukkarinen,,3
Kim Hoàng,"Hamburger ngon. Phục vụ nhanh, chuyên nghiệp",5
Phúc Nguyên,,5
tuyến trần,,5
Theodore Tran,Fast food to taste,5
Phuong Pham,Nhân viên chuyên nghiệp và cửa hàng sạch sẽ,5
Chinh Pham Hoang,,5
Đào Bush,,5
Võ Quang Thái,Very good.,5
Eason Chen,,4
Phuc Tran,,5
No pain no gain,"Yeah, đánh giá đây là vơ sở tệ nhất của MC. Tại sao hả? 39k một miếng gà mà nhue kiểu gà 3 tháng tuổi vậy, quá bé luôn. So sánh với MC SC ViVo thì đúng là cú lừa to lớn :) đã thế gà còn k đc nóng hổi nữa. Nói chung lần đầu cũng sẽ là lần cuối ghé nơi này!",2
Bạch Long,Good,4
2C-My Ngo N. Uyen,"Good place for family. Kid will love Happy Meal combo with small toy inside. Also a good place for meeting for car owner. Easy to park your car here. However, they dont open aircon on the second floor frequently, and you have to sit on the first floor",4
Kiều Giang,,5
thanhdanh daodien,,3
Triet Vu,,4
Quang Minh Đinh,rất tôt,5
Phi Nguyen,,5
Tuấn Vũ Trương,"Sạch sẽ, đồ ăn cũng tạm ổn",4
Kietinh nghigi Tuanngo,,5
Diamond Team,,4
Anh Bui,,5
Dang Hai Nguyen,Quán mở 24/24 nhưng khu vực WC lại ko sáng đèn. Bạn m tả lại là đi WC như kiểu đi vào phim trường phim kinh dị (không có đèn mà chỉ có ánh sáng dạ quang le lói từ đâu đó phát ra không rõ).,4
Louis Tieu (Loi Tieu),"This Mac Donald is always crowed because it’s located in the central. There are 2 kiosks beside the order counter, which is makes it faster to order your meal. Staff is friendly but sometimes not available at the order counter (usually at night). They also have drive thur service and accept motorbike to go through. Food is always hot and scrumptious, especially rice.",5
Thien Minh Photography,Thức ăn ngon nhưng nhân viên phục vụ hơi không thân thiện cho lắm.,4
Marc Chester Chua,,5
Joan Vu,Ok,3
中根邦博,,5
Ngọc Anh Nguyễn,,5
Phạm Tấn Vũ,Ok,5
Ba Bang Nguyen,,5
Tung Le,,4
TRÀ TRẦN,thuc ăn ngon .trang tri đẹp và có chỗ chơi cho trẻ con con không lại thoáng mát Trung tâm.,5
phúc nguyễn,,5
Linh Hieu,,5
Son Tran,,3
Phuc Le,"Thoáng mát, rộng rãi",5
Truong Vo,"Đặt món khá nhanh, có thiết bị tự chọn món (máy tính bảng) nhân viên hướng dẫn thao tác nhiệt tình. Mang ra nhanh. Tuy nhiên lúc mang món ra thì phải vào xin khăn giấy.
Bải gửi xe thuận tiện, thông thoán",5
Đức Nhật,,4
Dylan Le,,4
Hien Luong,Mo dem tien cho khach ve khuya,3
Mango Nguyen,"Hiện đại với việc order tự động.

Nhân viên nhiệt tình chu đáo

Sạch sẽ và nhất là không quá ồn ào",5
Kiệt Lê Quốc Anh,,3
Possi Nguyen,,5
châu lê,nơi tổ chức những buổi họp mặt gia đình hay tổ chức sinh cho các em củng được,4
tien phan van,phục vụ chu đáo,4
Thái Thông,,5
Quang Vu,,4
minh triet tran huynh,,4
vo nhuy,Tuyệt vời,5
Urchitect Workshop,,3
Frank St-Pierre,,4
DeBat NGUYEN,Fastfood.,3
Thiện Võ,"Ngon,  có không gian,  hơi ồn",4
Nghiep Nguyen,,5
rainbow girl,,5
Suprio Banerjee,,4
Cc James,Cơ sở rộng có thể chia thành nhiều gian rất thú vị và phù hợp cho bữa sáng nhanh hoặc gia đình có trẻ nhỏ,4
TOP CNSL,"Not bad, just Mc Donald",4
FJ Kiet,Tốt,5
Nguyên Minh Lê,,5
Artem Tyrtyshnyy,Area by the tiled is a bit dirty in night time,4
Lam Nguyen,,4
Phùng Bách Quang,,5
Nguyễn Phương,Từ khi Mc về VN mình đã chuyển từ KFC qua Mc. Thật sự bên đây gà khá ngon. Da gà dòn và thơm. Thịt gà thì mền thấm vị không bị khô. Khoai tây ở đây khá ngon. Ở đây còn có nhiều loại nước chấm.,5
Tuan Tran (Hugo),,4
Greg Brady,Great place and very consistent with quality. I always have a hot meal made fresh at this location. Better than most in the US.,5
Vu Vo offcial,Ok.rộng rãi thoáng mát,5
Môi trường Ngọc Lân,Ok,3
Phong Subi,,5
Phạm Quốc Anh,Ngon...,5
Lý Toàn,"nice place, gud services",5
Truong Nguyen,,4
Tường Oanh Nguyễn,,5
văn phục nguyễn,rất tốt,5
Khang Phan,,5
Dominic Che,,5
Xuân Mân Phạm,,5
Kenmei Gakuin Chuyên cố vấn tài chính nhân sự,"Không gian thoáng mát, đậu xe dễ dàng",5
Hyunwoo Jung,,3
Duzng Beso,,5
Quốc Long Đặng,,3
đình Ly lâm,Tôi đã đến nhiều khu bán thức ăn nhanh của cả trong nước lẫn nước ngoài nhưng với Mc có quy trình phục vụ hiện đại mang đến cảm giác thoải mái cho khách hàng. Nhân viên phục vụ chu đáo. Có địa điểm cho trẻ em chổ check in cho giới trẻ. Đặc biệt chổ gửi xe rộng rải thoải mái. Ngay cả nhân viên rrong xe cũng được hướng dẫn tiếp khách cực kỳ chu đáo.Điểm không hài lòng ở đây là thức ăn không ngon bằng các món trong nước. Cảm ơn vì giây giúp tuyệt vời mà mc mang đến cho tôi và những người bạn.,5
Tuankiet Lam,Bé chỉ khách order tự động cute,5
Phước Phạm,Tốt,5
Huỳnh Phúc Nguyễn,,4
Yul Đỗ,,5
Nhan Lam Thanh,McDonald điện biên phủ ăn không ngon.,3
huy ng vu,Ngon,5
Bảo Bảo,,5
CHI HUYNH,,4
Hai Diep,,4
lam nguyen,,5
Hải Cao Hoàng,,2
Hoang Truong,Bt,3
Nam Trần,Tốt,5
AT L,,4
Buingocthao2582 Bui,Khu vưc rông thoải mai,5
HUY CƯỜNG,,5
Nguyễn Thành Sang,Vừa ngắm thành phố,4
420 Life,Mcdonalds,3
David Shoup,,4
Hai Vo,Good service!,5
Tom Pham,,4
Linh Hồ,,5
Do Triet Pho,Fast and delicious,5
Mai Pham,,4
Gioi Danh,,5
Joe The Counselor,,5
Gia Minh Nguyễn Ngọc,,4
Long Phan Nguyen,,5
Thach Bui,"Thanh toán bằng thẻ bị lỗi, gây bất tiện cho việc thanh toán. Đồ ăn thức uống hợp vệ sinh",3
Phúc Đặng hoàng,,5
Trương Trí,Đồ ăn khá phong phú Giá hơi cao,4
Sonia V,,5
Ted Hi,Chill,4
Thanh Trung,Văn minh Lịch sự...,5
Tai Pham,,5
Vuong Khuong,,5
Văn Nhuận Nguyễn,,5
Bao Quan Nguyen Tran,"The first mcdonald ever in Saigon. Great place with cool, modern and foreign vibe to it.",5
Nhân Huỳnh,"Hôm kia , lần đầu tiên mình ghé chi nhánh này , bởi do khá xa nhưng nổi hứng muốn khám phá thử vị trí này xem như nào. Vị trí thuận lợi , gửi xe free , sân thoải mái cho cả xe máy và ôtô. Không gian đẹp , rộng thoáng , mát lạnh , có trệt và lầu , khu vực ngoài trời và máy lạnh , có hẳn khu vực cho các bé vui chơi cầu tuột chạy nhảy và khu vực tổ chức sinh nhật rất riêng tư tránh ồn xung quanh. Ấn tượng nhất trên lầu có chiếc bàn điện tử đổi màu liên tục cảm ứng luôn. Trên lầu mình thấy có nhiều ổ cắm để cắm lap hoặc sạp dt nên khá tiện khi ngồi lâu. Tầng trệt thích khu vực tự lấy tương sốt , vì có nhiều loại sốt cho mình chọn chứ không đơn thuần chỉ tương cà và ớt thôi đâu.",5
Hung Nguyen,First McDonald's shop in Vietnam and still the best in service and space,5
Pow Sha,quán làm theo mô hình bên Mỹ nên mình rất thích tất cả đều hiện đại và thoáng mát,5
hoangkethien nguyen,,3
ngọc trường nguyễn,"Cửa hàng 24h, dịch vụ tốt, nhân viên rất nhiệt tình, giá trung bình",5
Duy Tân Phạm,,4
Thành Tâm Đặng,ok,5
Tuấn Anh Đỗ,,4
PHAT TRAN,,4
Lê Nhân,"Đồ ăn ngon, có máy order tự động. Phục vụ rất nhanh. Nhân viên thân thiện tận tình",5
quan nguyen,,5
Vân Anh Nguyễn Hoàng,,5
Dũng Quang,,5
Nghĩa Trần Thị,McDonald's địa điểm ăn uống lí tưởng cho các bạn nhỏ và khách du lịch nước ngoài.,4
Nguyen Viet Dung,,3
Tuan Nguyen,"Đồ ăn ngon, chất lượng",5
ĐẶNG TRẦN TOÀN,Nhân viên chưa tốt,3
quocphong nguyen,"Đồ ăn ngon,view đẹp...!",5
Gabriel D,,5
Dr Nam TV,Tạm,3
Hung Nguyen Duc,Nice place for kid & food,4
Xịn Trần,,4
Tu Mai,,5
Lui PvP50,Ok,5
Nguyễn Ngọc Khánh Linh,,5
Dũng Dương,,3
Việt Mo,Lần đầu tiên qua McDonald's,5
Vernon Dang,,5
Nguyet Nguyen,,4
Phong Nguyễn Thanh,"cửa hàng rộng, đồ ăn nóng ngon; có nhiều chương trình giảm giá ưu đãi; mở 24/7 nên có thể đến bất cứ lúc nào. Mc Cafe thức uống ngon, rẻ hơn Starbuck",5
Hung Tran Quang,,4
Thanh Thao Dang,,4
Haha Ha,,4
Xe đẹp Vlog,"ngon bổ rẻ . 24/24
phục vụ tốt",5
Duc Tran,Bánh ngọt ở đây rất ngon :Đ,5
Trần Thế Chương,,5
Mouse Mickey,"Đồ ăn ngon, cần có thêm khu vui chơi cho trẻ em",4
Văn Thành Phạm,,3
Vanessa Lu,,4
Thinh Truonghieu,Hơi ồn ào vì có nhiều trẻ em,3
Arnab Kumar Mahanty,,3
Nguyễn Quốc Thái,,3
Nguyen Andrew,,4
Anh Quốc Nguyễn (Cris),,4
Nghia Pham,"Nhanh , ngon",5
Hai Hoang,"Vị trí đẹp, phù hợp với những sự kiện đội nhóm.",4
Hanh Nguyen,Nhân viên vui vẻ nhiệt tình giúp khách order cũng như vui vẻ trả lời khách hàng .Quán ăn sạch sẽ và ngon,5
LUC NGUYEN 4891,,4
Thao Dang,Open 24/7 and taste okay. We arrived to have a chocolate ice cream at 9pm.,4
Vinh Tuong Quang,,5
Nhu97 Huenhu,,4
Hồng Nguyên Nguyễn,,5
Hung Tran,,5
Đăng Đệ Phạm,"Ngon, sạch sẽ",5
Hiếu Phạm,,5
Hoàng Kỳ Anh,,5
Tiên Trần,,5
Văn Toàn,"địa điểm cúng khá đẹp thoáng mát, đô ăn cúng ngon.",5
Quang Huynh,"Thiết kế, món ăn, giá chuẩn Mc Donald. Vị trí thuận tiện.",5
Thanh Vinh Nguyen,,5
Tuấn Đỗ,Thóang mát,5
Chi Le,,4
VNH Singapore,Take it once evry 2 months ....crazy for my life....cannot stand it if my children still love it @@ keep standing,2
Mordekaiser,,5
Trung Nguyễn,,5
Nguyen Khoi,,3
Trần Hoàng Nhất Phương,,3
The Hien,,4
Magnolia Le,,3
Thinh Tran 09,,5
Phước Huỳnh,Ngầu bà lầu xầu,5
Tuan Anh Nguyen,"Dịch vụ tốt, thức ăn ngon",5
Nhan nguyen thanh,,5
Quyet Hong,,1
Khoa Nguyễn,,4
NGUYEN MINH HAI,,5
Anh Khoa Nguyễn Đoàn,,5
lathanh quang,Coi thường tài xế ah,1
Van Bac Nguyen,Cool,5
Tiến Minh,Đồ ăn ngon,5
Quang Duong,Awesome !!,5
Minh Lê,,5
Tour Porker,ngon & tiện,5
Khang Nguyễn,,5
Hoàng Nam Nguyễn,,3
Chánh Thuyết Trần Như,,4
Sky Dao,24/7,4
Ho Nhi,I'm lovin' it,5
Loi Bui Huu,,5
Minh Nguyên Phạm,,4
Hien Nguyen,"Commonplace!
It is self-service. You pick your dishes in the menu, order and wait to take it along yourself. No one tells me to bring my food @@.
Price is not afforable. Portion is small not like advertisements. You can choose BurgerKing, Texas or Jollibee for better experience
Location is well- built, in the central district: District 1
Noisy and a little bit not filthy.",3
Chung Trần,"Quán rộng rãi, thoáng mát,",4
Ninh Nguyễn,"Vị trí tốt, thức ăn ngon...NV thiếu nhiệt tình",2
Han Tran,,4
Ryan Lester,Same great food as one would expect from any US location. Clean and comfortable location.,5
Châu Nguyễn,,4
Tài Năng Phạm,Chất lượng nhưng nước lèo hơi mặn so với khẩu vị của mình.,4
Thư Ngọc,Thuận đường. Có bãi ô tô rộng rãi. Vị trí đẹp,5
Thiên Trung,,5
Norwin Mahir,your typical mcd fix ahaha,5
Quynh Nhu,"Có thể dẫn bé đến ăn, vui chơi. Là nơi các thành viên trong gia đình hẹn gặp nhau ngắn hạn, tụ tập rồi cùng di chuyển đến những địa điểm khác.",5
Dung Phamvan,Ngon,5
Bùi Văn Tân,"good, cà phê ngon!",5
Bu Mr,,5
An Le,,5
Phú Huỳnh,Rất tốt,5
Minh Phú Hà,,5
Quang Vinh,"Đồ ăn ngon, view đẹp",5
Hoa Chu,,5
Liên Nguyễn Thị Bích,,5
Ngô Lượng,McDonald món ăn ngon ở điện biên phủ,5
Peter Hải,,5
VIET CUONG LE,It's ok,4
Tuấn Nghĩa Bùi,"Nhà hàng bày trí không gian rất tiện nghi và sáng tạo, khoa học. Phương thức đặt hàng đa dạng và tích hợp nhiều loại hình thức ăn, nước uống và có thể trả tiền bằng thẻ hoặc tiền mặt. Rất thích hợp cho họp bạn bè hay tổ chức tiệc sinh nhật, ngoài ra cũng có thể đến đây thư giãn với không gian vintage nhỏ nhỏ, ít ánh sáng. Phục vụ rất tốt, thời gian món ra nhanh nhưng đảm bảo chất lượng. Chỉ hơi bị nhiều trẻ con phá phách",5
Ngoc Vo,,1
Nha Khoa Tâm An (nhakhoadt),,5
Nguyễn Nguyện,,5
Jenny Bảo Quyên,,5
Sơn Bùi,,4
Tuan Nguyen,,5
Bryant Luong,"Rất nóng khi lên lầu! Chúng tôi có 2 con nhỏ và ngồi 2 khu vực khác nhau đều rất nóng. Chi trả 1 bữa ăn ở đây kg ít tiền, nhưng nhận lại sự oi bức như quán lề đường thì phải xem lại",2
Charles H,,4
thanh hai tran,,5
Phan Huỳnh Tấn Phát,Phục  vụ nhanh chuyen nghiệp,5
Quang Khải Lại,"Đồ ăn khá ngon nhưng giá hơi cao 1 chút, thời gian gọi món nhanh, nhân viên thân thiện.",4
Hung Nguyen,,5
Jacky Dao Trong,MC Donald's buger always the best,5
chinh nguyen,Ok,3
Phong Nguyen,,5
Khanh Phuong,,5
Viet Nguyen,Từ khi Mc về VN mình đã chuyển từ KFC qua Mc. Thật sự bên đây gà khá ngon. Da gà dòn và thơm. Thịt gà thì mền thấm vị không bị khô. Khoai tây ở đây khá ngon. Ở đây còn có nhiều loại nước chấm. Có cả mayonnaise mù tạc vàng nữa. Latte ở đây khá ngon. Cũng phải mgang hoặc hơn starbuck.,5
Phuoc Nguyen,Good food,5
Benny Chang,冷氣可以開強點嗎？,3
Đức Trần Công,,4
Kien Nguyen,,5
Douglas Kistowski,"I go inside gets order wrong, trouble with english",3
K- DA,,5
Khánh Phan,,3
martin clyton,,5
hoang anhtt nguyen,Thoải mái,5
Minh Vu,,5
Nguyễn Quang Vinh,Đồ uốn rất ngon,5
Dinh Phan,,4
Nguyen Hong Duc,,4
Anonymous Donor,"One of the nicest locations. Unfortunately like most things in vn, not very well managed. The franchise group here seems to be doing a pretty bad job overall. Many of the locations are dirty and in disrepair. McDonalds reputation in the region is being damaged by the poor management of this group.",5
