Name,Review,Stars,Sentiment
Quan Hoang Anh,"Mình không biết làm sao nhưng từ ngày ăn McDonald's là ăn hoài. Bởi ăn những hãng khác khi dùng nước tương (đặc biệt là tương ớt) của họ, mình bị đau bụng nhưng riêng MD thì không.
Lại còn phục vụ 24/24, nhiều khi đi về đêm ghé mua hoặc order cũng được, rất tiện lợi.",5,Positive
Thành Hoàng,Đi tour PKL,5,Positive
BÌNH DƯƠNG XE DỊCH VU,Luc nào củg đong khách nhung dich binh làm hạn chế nguoi đi ăn,5,Positive
NHAN,"Món ăn ngon, thuận lợi mua mang về khi không cần gửi xe vào trong cửa hàng.",4,Positive
justin colebrissi,Its McDonalds... the food is exactly what you expect and the facility is clean. I wish the children's play area was a bit bigger.,4,Positive
Tun Tun,"Dịch vụ tốt, thức ăn ngon và view đẹp",5,Positive
Thụn Đinh,Ok,5,Positive
Brett Kho,It's McDonald's.,4,Positive
Trần Nhớ,"McDonald's có không gian ok và nhân viên phục vụ nhiệt tình lắm.
Có lần thèm hamburger và thịt gà nên ghé qua McDonald's ĐBP ăn liền.",5,Positive
Vinh Nguyen,Nếu nói về Gà Rán(Fastfood) thì không nơi nào ngon bằng McDonald. Vì sao ư? Vì McDonald có nước chấm tỏi ớt cực kì ngon và là điểm khác biệt so với phần còn lại. Không tin các bạn thử xem,5,Positive
hieu pham,view rộng,4,Positive
nguyen thanh Tam,Good,4,Positive
Nguyễn Quốc Hiền,Nhanh và tiện ích,5,Positive
Thai Hoang,Enjoy ice cream...,4,Positive
Khoa Tien,"Đồ ăn ở đây hợp khẩu vị nhưng giá cả thì cao hơn các mặt hàng khác cùng loại. Mặt bằng rộng rãi thoáng mát, có khu vui chơi cho thiếu nhi",4,Positive
Khuong Nguyen,Just Relax on your weekends,5,Positive
Nguyên Việt Trần,"Mình mua hamburger ở đây ăn thấy rất ngon, giá thì hơi cao.",4,Positive
Long Trương,"Không gian đẹp, hiện đại, món ăn nhẹ ngon, hợp giá tiền để nói chuyện buổi tối với bạn bè
Có 5 loại sốt free, khoai ngon hơn vo với những chỗ khác",4,Positive
Nguyen Phong,Ngon giá cả hợp lý vị trí dễ tìm,5,Positive
Jon Lar,Ok,4,Positive
Luân Nguyễn Đức,"Phục vụ tốt chất lượng đồ ăn , uống rất oke",5,Positive
Gia Bảo,Ngon,4,Positive
VAN NGUYEN,Good,5,Positive
Vu Hong,Ok,4,Positive
Nguyệt Ánh,Sạch sẽ món ăn ngon,5,Positive
Phong John,Lựa chọn dễ dàng nhân viên chu đáo,3,Neutral
PSG Vlogs,"Khinh thường shipper,có thái độ k tôn trọng khi thấy shipper vào lấy đơn",1,Negative
Hoan Kiem,Đẹp và tiện nghi cao cấp,4,Positive
LONG LE,"Đồ ăn ngon, nhiều loại sốt. Phục vụ chuyên nghiệp.",5,Positive
Nguyen Doan,Ngon,5,Positive
Nguyễn Thành Trung,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,5,Positive
PQ Papa,"Món ăn nhanh đúng chuẩn,hiện đại",4,Positive
Thuan Lam,Nhan vien noi truyen kho nghe.,1,Negative
Tin Diep Chanh,Quán 24/7 thích hợp những bạn thích ăn uống ban đêmmm,5,Positive
J M,"Terribly racist staff. Most of the staff would not serve westerners. I had my Vietnamese girlfriend with. Standing behind me. And they kept trying to serve her. But would not talk to me. And when I did get to the counter the staff member walked off. As soon as a Vietnamese person walked up would come back. Did the same to another white person behind me. When he got to the counter walked off. Took the person from behind him.

Just enormously disappointing",1,Negative
Hau Nguyen Phuc (Morgan),The toilet so bad (my eye from Men room) 🤭🤭🤭,1,Negative
Etienne Lefranc,Incredible I order a chicken hamburger and I am missing the bottom bread on top of this the french fries are not fully cooked. Never again will I come back.,1,Negative
Nhan Pham,Not my type of food. Staffs are nice. Tables are not clean,3,Neutral
Phu Vinh Nguyen,"View của Vị trí này đẹp, nhìn ra Bùng Binh Điện Biên Phủ, có đồng hồ đẹp.",5,Positive
ULTRA INSTINCT,Ok,4,Positive
Cẩm Sanh Hứa,"Xin chút tương ớt nói là không có cho phép , họp rồi không đáp ứng nhu cầu của khách, về tới nhà không tương ớt ăn luôn, cảm thấy làm nghề này căng thẳng quá thì chuyển nghề khác mà làm, nhân viên đeo kính áo màu sám",1,Negative
Nguyen Danh,Quick breakfast offer,5,Positive
Nam Hoang,"Good place for a quick meal, seem clean and fast service too",5,Positive
Tracie Paczy (TracieP),We ordered sausage and egg muffin only received sausage potato waffle cold no sauce bought with nuggets no sugar bought with coffee. Slack staff,1,Negative
Thong Tu,I've been here hundreds of times. But I've recently got tricks in it as well. Not only once but triple. Now I think they're the thieves!,1,Negative
Nhã Yến Châu,Đặt món nhanh,5,Positive
Tuan Nguyen Minh,"Chỗ ngồi thoải mái.
Quán lúc nào cũng đông nên xếp hàng chờ hơi lâu.",4,Positive
hoang tran,Đợt này sao hơi ngáy dầu... chắc gần Tết nên khẩu vị thay đổi,4,Positive
Duy Nguyễn,Đây là 1 tiệm Hamburger rất ngon tuy nhiên giá cả khá đắt vì theo tiêu chuẩn nước ngoài.,5,Positive
Cố Vấn Đầu Tư BĐS,Tốt,4,Positive
Matt Lam,"Been here several times as I live within walking distance. The french fries served at any time of day, are limp, as though they fried it the day before and microwaved prior to serving. Service is impalpable. Communication with staff about my drink order with barista was repeatedly dismissed due to insufficient brain power on the young gentlemens behalf.",2,Negative
gia ho,Thoai mai,5,Positive
Lão Hồ,Tuyệt vời,5,Positive
Bảo Spears,"Quá đông, nhân viên không thân thiện",4,Positive
Góc Quê,Very good. Từ ngoài vào trong.,5,Positive
Daniel,Meat is always pre-heated and cheese is not melted. They also ignore any comment about their food quality. This place doesn't deserve the McDonalds name,1,Negative
Hoàng Nguyễn Hữu,Ok,5,Positive
Tixita Bao,Phục vụ chu đáo,4,Positive
Kelly Monroe,"Play area on 2nd level for kids age 2-6 was fun, but not very clean. Food was very good though and plenty of seating!",4,Positive
Trường Pông,Dich vụ chuyên nghiệp,5,Positive
Jeremy Keane,Same sane Canada,4,Positive
Charles Edison,It's good place for family.,3,Neutral
Nguyen Thong,Hiện đại và lịch sự,5,Positive
Nguyên Vũ Đặng Thành,toẹt vồ,5,Positive
Thanh Nguyen,So good,5,Positive
THỌ XUÂN,"Rộng rãi, thức ăn ok",4,Positive
CAFE ĐỊA ỐC VIỆT NAM,Khu này ok quá tôi muốn nghé thường xuyên,3,Neutral
Lê Vĩnh Đức,Khâu phục vụ chưa thật tốt,3,Neutral
Thọ Hoàng,"Vị trí đẹp, thoáng rộng. Bãi đỗ xe",5,Positive
Jackie Phạm Tường Huy,"Convenience location for me to have quick meals or late meal from traveling far away back to Saigon.

Many good choices of hamburger, fried chicken/ fish/ beef, drinks...

Supportive staff!

Could drive through & order by car private lane!

Only minus 1 star since small & dirty restroom.
And the guards had shown bad attitude to me: last month, I had asked them how much was the car park fee? 1 guard said ""free parking, just Go!""
1 guard came & asked money???
I didnt pay & had driven but hear he said bad words with angry attitude (!)
Should re-train them !!!",4,Positive
PHAN DUC DUNG,Good restaurant:),4,Positive
nguyen Thien,Tạm,3,Neutral
Đại Mộc Lâm,"Nhân viên ko cười, làm việc uể oải đến mua mà cảm thấy sự chán nản lây qua món ăn",2,Negative
Quan Nguyen,Chuyên nghiệp,5,Positive
Đô Lê Hoàng,OK,5,Positive
Minh Chau Nguyen,Nhà hàng Mac Donald's ngay vòng xoay Điện Biên Phủ quận 1. Rộng rãi và sạch. Đông khách. Phục vụ nhiệt tình. Có chỗ đậu xe hơi và giữ xe gắn máy miễn phí. Giá không mắc lắm. Có điều là vẫn còn sử dụng các ly và đồ nhựa dùng một lần rất nhiều. Mong nhà hàng sử dụng các vật liệu thân thiện với môi trường nhiều hơn thì rất hay.,4,Positive
Musadaf Baloch,I like this place,5,Positive
Xuan Bach Mai,"Big Mac signature của hãng mà ăn xong như chưa ăn gì, 66k mà nhỏ chưa được lòng bàn tay nữa. Thương hiệu fast food bình dân thôi mà đồ ăn muốn nản, đừng bao giờ mong kiếm lời ở thị trường VN order lúc nào cũng không cho tương ớt. Không bao giờ ăn lại",1,Negative
tri nguyen,"Rong rai, co khu vuc tro choi danh rieng cho tre em. Thuc an ngon. (Diem tru: may lanh phong tiec sinh nhat cho cac be da duoc sua chua 1thoi gian roi nhung van chua hoat dong tot!)",4,Positive
NhựtNguyễn Broker,Khuon viên rất rộng thoáng mát mẻ,3,Neutral
Nghiêm Phi,"Có nhiều loại nước chấm ( sốt ) ăn ngon lạ miệng, hơn những nơi khác.",5,Positive
Nguyễn Duy Hưng,"Khách đông,nóng,phục vụ món nhanh",3,Neutral
Thu Thuỷ Nguyễn,"Món matcha đá xay khá ngon, còn gà rán với khoai tây chiên cũng bình thường giống những chỗ thức ăn nhanh khác",5,Positive
Hùng F,"Sạch đẹp , view thoáng",5,Positive
William Alexender,"Nhân viên quá tệ , có cái mã đưa cũng không chịu nhập cho khách :) thế mấy người tạo ra mã làm mẹ gì? Không bao giờ qua lần 2!",1,Negative
Hai Bang Le,Nhân viên nhiệt tình,5,Positive
Kha Nguyen,"Ngon, giá hợp lý",5,Positive
Đức Nguyễn,nhân viên phục vụ tốt,5,Positive
Producer AYE,Cũng được 😅,5,Positive
Min Hi Hồ,"Mc Donald
Location : EASY-to-find location. Good parking, free parking for motorbike, free car for the first 2 hours.
Vị trí dễ tìm, ngay vòng xoay Điện Biên Phủ. Miễn phí gửi xe máy và miễn phí 2 giờ đầu tiên cho xe hơi. Không khí buổi sáng không quá đông, phù hợp thưởng thức ăn sáng, uống cà phê.
Decor :  like other fast food restaurants.  But there is an order machine that supports the order.  You don't waste time to wait.
Thiết kế không có gì đặc biệt nhưng khá sạch sẽ. Có máy oder được thanh toán bằng thẻ ngân hàng, nên nếu bạn đang bận thì có thể đặt hàng tại máy rồi chờ nhận thức ăn theo số trong bill.
The menu : Ordinary fast food.  but the sauce is especially delicious: honey mustard sauce, chili garlic sauce, mayonnaise.
Hầu hết đồ ăn đều là đồ ăn nhanh không khác biệt so với các nhãn đồ ăn nhanh khác, nhưng sốt rất đặc biệt ngon. Nếu bạn đến đây thì nên trải nghiệm sốt mù tạt mật ong, sốt tỏi ớt, sốt maiyonaise.
The prices : 1.5$ - 5$/ person. Giá từ khoảng 30.000vnd đến 100.000vnd.
The service & the waiters : Fast service, friendly friendly staff. Nhân viên nhanh nhẹn, vui vẻ, thân thiện.",4,Positive
Nhan Vo Trung,Nice place for 24/24 food/drink service,5,Positive
Cô Nhi bán đầm (Ayleen Dress),Chất lượng ổn,4,Positive
Phúc Nguyễn Vĩnh,"Vị trí nằm ngay vòng xoay Điện Biên Phủ.Có đầy đủ các món ăn nhanh và thức uống(gà rán, hamburger, bánh ngọt,cà phê,...) cho các bạn tha hồ mà lựa chọn.Đặc biệt cà phê ở đây rất ngon mà giá hơi đắt!",4,Positive
Võ Toàn Thuận,Good food. Restroom smell bad,4,Positive
Võ Thanh Hùng,Good services,5,Positive
Morna Đàng Thị,"Gà ko ngon nhưng sao ai cũng ăn, màu da nào cũng thích, châu lục nào cũng thưởng thức --> nghệ thuật kinh doanh",5,Positive
THUẬN PHAN,"Không gian đẹp, lưu ý gửi xe miễn phí chỉ trong 2h đầu",4,Positive
Alex Ni,"Это значит Макдональдс,  просто Макдональдс , но конечно они засунули в меню блюда с рисом,  а ещё есть прикольные напитки",5,Positive
Chung Chaufamily,I love the drivethrough services. Feel like in Fretmon CA in the old days. Tast is the same bu🍟🍔🍟🍔🍟🍔,5,Positive
Đức Hồ,chuyên nghiệp,5,Positive
My Khanh,OK,4,Positive
Duy Phạm (Duy Siu Nhân),"Quán rất đông khách. Không gian rộng rãi. Có khu vui chơi cho trẻ em. Có rất nhiều phòng tổ chức sinh nhật. Đây là nơi rất phù hợp cho dân văn phòng hay học sinh sinh viên cần yên tỉnh trong thời gian nghỉ trưa. Nhà vệ sinh sạch sẽ và hiện đại. Thái độ nhân viên nhiệt tình, vui vẽ. Nhưng đồ ăn đặt trước thì chậm trễ cần khắc phục.",4,Positive
Chu Cao,"Không gian khỏi bàn mát mẻ là chính , món ăn tương đối",5,Positive
Phước Nguyễn,Chôz gửi xe khá to,5,Positive
Thích Sửa Chữa Channel,Đẹp,5,Positive
Linh Nguyễn,Cửa hàng thức ăn nhanh nằm ngay góc vòng xoay quận 1. Không chỉ ngon ở gà gán mà còn ngon ở phần tương nữa nè,4,Positive
hugh lozina,"It's a McDonalds so what can I say?.I'm from the USA so it's nothing really special to me. But it is pretty cool to get a McDonald's burger and fries so far from home. Of course the staff is friendly and attentive as always here in Vietnam. But the wait time was a little bit long, they seem to be very crowded at all hours of the day and night.",4,Positive
Duy An,"không ngon,",3,Neutral
Lan Hương Hoàng,"Rộng rãi, đẹp, chuyên nghiệp",5,Positive
Quoc Thanh Nguyen,Giá hơi cao,5,Positive
Manh Duc Tran,Burger always mine togo and vietnamese coffee.,5,Positive
thanh Bao,Dc,4,Positive
Mr. Duy,Tốt,4,Positive
Yến Huỳnh,"Địa điểm rộng rãi thoáng mát,  nhân viên lúc nào cũng có hết",5,Positive
KatsuGao Pham,Nothing special,3,Neutral
Thanh Nguyen,Tạm được ở khâu không gian. Hệ thống order phiền phức có cảm giác bị lừa,3,Neutral
Ban Lâm,"Thái độ nhân viên xem thường shipper. Giao thiếu và còn nhầm đồ ăn cho khách, gọi điện thoại lại thì đc hỗ trợ viên trả lời bên e ko có liên kết bên e ko có trách nhiệm bla bla... Đặt trường hợp tôi ko phải là shipper mà là khách hàng thì cty bạn ship nhầm đồ ăn cho khách thì cty bạn cũng phải mang về đổi trả lại để giao khách chứ đâu nói chuyện kiểu phủi trách nhiệm như vậy được. Không ngờ 1 thương hiệu lớn vậy lại có cách làm việc rất thiếu chuyên nghiệp. Bó tay.",1,Negative
Hùng Lê Thiết,Tuyệt,5,Positive
Stephen Knights,Good place to have breakfast. But sometimes very busy and you have to wait. For the breakfast it's worth the wait.,4,Positive
Carl Casaclang,Hardly clean always dirty,3,Neutral
Tuan Nguyen,Nhân viên hơi khó tính,4,Positive
Van Nguyen,"I ordered breakfast for a friend this morning via Grab. We have to use your service as we have no time or choice. Pls treat Grab drivers properly as they are helping you to sell your food.

The orders were wrong all the time: cold coffee instead of hot one, wrong burger. although Mcdonald menu is detailed enough.

At the end, the drivers always had to go back n forward.

How can your staff be so careless?",1,Negative
Long Nguyen Tuan,POS is not working all the time when I try to order from self service machine.,3,Neutral
